"IlAdi","IlceAdi","Chp","Akp","Hdp","Mhp","Iyi","Sp","Vatan","HudaPa","Diger","Ittifak1","Ittifak2"
"NULL","NULL",4058,2916,3659,340,815,76,36,48,0,22,36
"ADANA","ALADAĞ",1557,5092,63,1859,1598,135,44,45,4,11,99
"ADANA","CEYHAN",21430,28443,15444,13283,12238,779,190,372,42,157,846
"ADANA","ÇUKUROVA",89383,56316,19182,23604,40230,2922,447,354,109,713,1616
"ADANA","FEKE",1560,6001,223,1665,1487,128,43,57,7,21,116
"ADANA","İMAMOĞLU",2711,7998,389,2440,2362,227,33,37,3,25,242
"ADANA","KARAİSALI",1292,7879,91,2432,2038,187,25,46,2,12,139
"ADANA","KARATAŞ",5232,3453,1569,1900,1505,104,24,31,0,34,111
"ADANA","KOZAN",11172,36105,924,11984,14051,1039,208,246,19,136,899
"ADANA","POZANTI",2684,5801,233,2003,1709,212,28,30,4,20,153
"ADANA","SAİMBEYLİ",922,4429,69,2107,868,79,43,36,5,11,119
"ADANA","SARIÇAM",14026,37298,4109,19863,13903,858,112,265,19,166,1264
"ADANA","SEYHAN",145572,163395,104772,44334,46469,5213,1025,2537,141,1036,3864
"ADANA","TUFANBEYLİ",2084,4626,156,2508,1018,167,33,64,4,10,139
"ADANA","YUMURTALIK",2678,3807,391,1787,2025,99,33,29,1,27,118
"ADANA","YÜREĞİR",49539,88294,37420,22022,20010,2193,338,2929,50,456,1990
"ADIYAMAN","BESNİ",7839,22450,4448,3770,3118,492,126,184,0,85,321
"ADIYAMAN","ÇELİKHAN",1299,5348,1909,509,210,239,14,43,0,10,53
"ADIYAMAN","GERGER",309,6688,788,284,180,163,26,41,0,9,40
"ADIYAMAN","GÖLBAŞI",6492,13369,2256,4106,1982,270,80,88,0,54,308
"ADIYAMAN","KAHTA",1780,40651,9707,3304,1195,1377,123,2301,0,31,316
"ADIYAMAN","MERKEZ",21296,80895,32013,16923,10293,2699,184,1322,0,168,1146
"ADIYAMAN","SAMSAT",105,2853,384,418,174,146,1,219,0,4,15
"ADIYAMAN","SİNCİK",147,9046,196,497,305,104,4,26,0,4,37
"ADIYAMAN","TUT",1298,2763,305,747,473,37,18,26,0,10,48
"AFYONKARAHİSAR","BAŞMAKÇI",1707,3061,32,881,893,56,39,27,0,20,81
"AFYONKARAHİSAR","BAYAT",711,2630,28,622,693,29,28,18,0,10,84
"AFYONKARAHİSAR","BOLVADİN",2445,14450,154,5984,2963,370,47,56,0,48,478
"AFYONKARAHİSAR","ÇAY",3783,9935,143,2556,3194,187,80,64,0,47,214
"AFYONKARAHİSAR","ÇOBANLAR",762,4234,25,1696,1150,57,15,25,0,9,137
"AFYONKARAHİSAR","DAZKIRI",1560,3647,41,1058,1082,71,15,24,0,21,86
"AFYONKARAHİSAR","DİNAR",7561,12921,273,4054,4463,301,109,98,0,95,334
"AFYONKARAHİSAR","EMİRDAĞ",4490,11339,189,2532,2740,203,74,70,0,37,283
"AFYONKARAHİSAR","EVCİLER",1305,2321,15,552,678,29,8,11,0,7,53
"AFYONKARAHİSAR","HOCALAR",562,3726,35,997,654,54,32,26,0,6,114
"AFYONKARAHİSAR","İHSANİYE",1841,11268,61,2971,1546,155,53,25,0,20,210
"AFYONKARAHİSAR","İSCEHİSAR",680,9838,73,1747,2440,157,27,28,0,21,306
"AFYONKARAHİSAR","KIZILÖREN",284,809,7,270,284,10,9,7,0,2,24
"AFYONKARAHİSAR","MERKEZ",20380,99451,1728,24551,25410,2238,272,229,0,354,2281
"AFYONKARAHİSAR","SANDIKLI",4231,19861,224,4766,5176,511,126,92,0,59,448
"AFYONKARAHİSAR","SİNANPAŞA",3143,16053,64,3575,2864,171,80,62,0,45,366
"AFYONKARAHİSAR","SULTANDAĞI",4412,2951,222,886,2090,104,69,65,0,47,59
"AFYONKARAHİSAR","SULTANHANI",708,2987,16,548,494,39,4,14,0,9,37
"AFYONKARAHİSAR","ŞUHUT",4078,15344,96,2357,2420,270,58,50,0,33,289
"AĞRI","DİYADİN",403,3101,12582,189,202,140,45,69,5,13,36
"AĞRI","DOĞUBAYAZIT",1110,7202,39269,603,525,217,91,453,19,30,90
"AĞRI","ELEŞKİRT",268,7827,5420,444,253,272,28,88,5,13,60
"AĞRI","HAMUR",232,2835,3953,74,115,67,18,43,13,2,19
"AĞRI","MERKEZ",5733,43667,33761,4930,2446,996,159,888,227,64,479
"AĞRI","PATNOS",1559,9761,36608,735,446,247,79,129,8,25,98
"AĞRI","TAŞLIÇAY",172,1866,5782,525,221,55,15,43,5,6,59
"AĞRI","TUTAK",242,3734,8063,776,280,63,31,33,5,12,97
"AKSARAY","AĞAÇÖREN",267,2934,17,1277,452,64,8,23,0,5,130
"AKSARAY","ESKİL",1582,9140,28,2911,1387,156,27,35,0,16,171
"AKSARAY","GÜLAĞAÇ",2138,5487,193,2160,744,94,35,21,0,15,186
"AKSARAY","GÜZELYURT",959,3625,137,1540,342,32,15,18,0,7,154
"AKSARAY","MERKEZ",20876,108438,9633,36876,19675,1464,381,612,0,306,2645
"AKSARAY","ORTAKÖY",1580,10906,127,3681,2000,158,53,39,0,26,303
"AKSARAY","SARIYAHŞİ",340,1476,16,401,260,71,13,17,0,7,33
"AKSARAY","SULTANHANI",708,2987,16,548,494,39,4,14,0,9,37
"AMASYA","GÖYNÜCEK",1483,3827,161,902,668,52,28,24,0,12,78
"AMASYA","GÜMÜŞHACIKÖY",7758,6105,613,1147,1088,211,22,32,0,41,129
"AMASYA","HAMAMÖZÜ",633,1393,28,445,213,23,13,8,0,5,43
"AMASYA","MERKEZ",25003,55175,6035,14097,14186,1117,209,184,0,253,1174
"AMASYA","MERZİFON",15710,19253,1097,5859,5854,606,77,60,0,98,453
"AMASYA","SULUOVA",3701,18476,352,4519,3407,398,66,47,0,49,420
"AMASYA","TAŞOVA",4187,11778,187,2344,2471,182,82,74,0,43,294
"ANKARA","AKYURT",1491,12652,392,3872,1494,244,30,38,0,15,348
"ANKARA","ALTINDAĞ",40176,118406,9425,28767,19277,3190,410,259,0,466,3058
"ANKARA","AYAŞ",2723,3723,279,1093,857,84,33,21,2,22,65
"ANKARA","BALA",1416,5502,1029,2846,1141,91,18,32,3,25,223
"ANKARA","BEYPAZARI",3517,14822,573,6814,5238,381,87,58,7,48,434
"ANKARA","ÇAMLIDERE",411,3707,11,1236,316,49,9,9,0,8,71
"ANKARA","ÇANKAYA",282527,105582,64257,40309,89048,8488,2107,375,727,2835,3006
"ANKARA","ÇUBUK",8649,39766,2641,11406,5134,963,120,102,0,135,943
"ANKARA","ELMADAĞ",9630,15804,3742,4855,3620,837,60,83,11,83,328
"ANKARA","ETİMESGUT",94635,124562,21398,47930,55046,6103,707,344,170,1231,3482
"ANKARA","EVREN",289,928,13,323,267,22,8,6,1,1,19
"ANKARA","GÖLBAŞI",15285,30381,5048,14242,9879,1774,144,72,67,238,918
"ANKARA","GÜDÜL",942,3678,67,1021,806,85,53,17,0,11,84
"ANKARA","HAYMANA",1644,9796,2300,1817,888,298,28,72,4,11,155
"ANKARA","KAHRAMANKAZAN",3051,17423,818,6143,3825,449,67,46,0,40,409
"ANKARA","KALECİK",1418,4766,91,1347,963,85,38,17,0,21,128
"ANKARA","KEÇİÖREN",119562,262238,26203,84098,69027,9321,1104,629,0,1524,7025
"ANKARA","KIZILCAHAMAM",1695,10150,126,3321,2181,358,45,55,0,39,266
"ANKARA","MAMAK",116187,159473,25664,51664,35359,4357,615,354,185,960,4611
"ANKARA","NALLIHAN",3661,8890,127,2995,3247,171,56,51,10,60,248
"ANKARA","POLATLI",11563,32678,4735,12081,11102,918,155,115,17,157,879
"ANKARA","PURSAKLAR",6774,53917,1559,14426,7729,1507,116,73,0,133,1231
"ANKARA","SİNCAN",42449,167607,12341,54765,34055,4565,398,521,78,674,4349
"ANKARA","ŞEREFLİKOÇHİSAR",3488,9063,1007,2986,2860,217,54,50,9,46,277
"ANKARA","YENİMAHALLE",131397,147343,28961,49092,59713,7376,953,330,202,1551,3968
"ANTALYA","AKSEKİ",9054,27220,8602,3707,2355,485,167,70,3,49,351
"ANTALYA","AKSU",8031,15864,2801,4705,8756,291,91,121,23,108,391
"ANTALYA","ALANYA",41580,85363,14055,25604,36912,1617,653,444,559,442,1842
"ANTALYA","DEMRE",4000,7026,268,1294,3986,477,53,60,15,50,106
"ANTALYA","DÖŞEMEALTI",9386,14808,2530,3901,5930,377,77,66,22,109,389
"ANTALYA","ELMALI",6595,11001,786,2205,5321,382,70,73,9,66,206
"ANTALYA","FİNİKE",8447,11467,1007,3187,5873,298,95,80,11,77,234
"ANTALYA","GAZİPAŞA",11268,11215,758,2950,6053,401,173,93,22,95,222
"ANTALYA","GÜNDOĞMUŞ",1008,2265,64,405,1037,63,47,45,9,8,43
"ANTALYA","İBRADI",724,809,17,94,265,23,5,6,3,6,9
"ANTALYA","KAŞ",11241,13210,1354,2688,7255,363,141,136,39,139,220
"ANTALYA","KEMER",7584,7756,1855,2452,3890,186,50,50,10,49,240
"ANTALYA","KEPEZ",71268,117109,37498,33340,41016,2902,594,758,107,865,3275
"ANTALYA","KONYAALTI",44441,21892,9183,6864,15974,894,290,78,72,477,614
"ANTALYA","KORKUTELİ",7794,16883,709,3222,5664,1217,82,88,16,66,299
"ANTALYA","KUMLUCA",12060,17153,1937,4578,7465,352,89,154,22,105,373
"ANTALYA","MANAVGAT",38370,45141,5799,18470,23488,1042,351,309,69,387,1246
"ANTALYA","MURATPAŞA",126628,83977,25670,22991,48974,2588,840,359,241,1329,2258
"ANTALYA","SERİK",18022,25319,1895,7954,20281,547,221,243,33,195,529
"ARDAHAN","ÇILDIR",1874,2300,203,671,367,45,35,31,0,19,64
"ARDAHAN","DAMAL",2515,315,1020,106,107,17,10,11,0,22,7
"ARDAHAN","GÖLE",1821,6731,4345,531,252,263,36,51,0,15,99
"ARDAHAN","HANAK",2763,1656,698,389,209,42,20,20,0,26,31
"ARDAHAN","MERKEZ",10505,9454,9360,2008,3090,267,129,85,0,87,187
"ARDAHAN","POSOF",904,2701,176,415,210,41,17,10,0,3,73
"ARTVİN","ARDANUÇ",9468,15683,3279,2931,2103,347,115,51,0,96,489
"ARTVİN","ARHAVİ",4114,6481,298,1177,1241,261,35,20,0,46,198
"ARTVİN","BORÇKA",3649,6421,325,2183,1201,236,42,36,0,38,232
"ARTVİN","HOPA",6759,5318,1967,1397,1588,260,68,38,0,45,120
"ARTVİN","KEMALPAŞA",2489,1433,818,384,436,21,13,11,0,10,24
"ARTVİN","MERKEZ",11221,29318,6774,6150,3927,661,246,98,0,107,397
"ARTVİN","MURGUL",1301,1360,90,591,486,37,8,9,0,14,45
"ARTVİN","ŞAVŞAT",5120,4576,509,736,1389,296,95,66,0,46,86
"ARTVİN","YUSUFELİ",2003,8992,105,1683,1203,138,67,50,0,26,180
"AYDIN","BOZDOĞAN",6441,8596,289,1614,4625,231,173,168,0,76,185
"AYDIN","BUHARKENT",2473,3143,361,615,1560,91,42,47,0,36,49
"AYDIN","ÇİNE",12400,13828,738,2205,5235,325,175,171,0,122,219
"AYDIN","DİDİM",23982,11725,9846,3244,6010,256,215,88,0,186,289
"AYDIN","EFELER",59608,55950,18029,15747,29837,1344,481,320,0,643,1435
"AYDIN","GERMENCİK",8527,7501,5347,2784,3490,145,92,66,0,73,223
"AYDIN","İNCİRLİOVA",9403,11065,2197,3094,3785,220,83,49,0,66,247
"AYDIN","KARACASU",4249,4529,117,1047,2007,114,109,89,0,47,92
"AYDIN","KARPUZLU",1886,3778,62,895,982,54,27,42,0,17,75
"AYDIN","KOÇARLI",4910,7540,423,1176,1722,92,38,53,0,32,104
"AYDIN","KÖŞK",2474,9391,1249,2200,2226,142,43,54,0,32,191
"AYDIN","KUŞADASI",36807,15579,7762,4771,9900,320,302,76,0,308,397
"AYDIN","KUYUCAK",6521,7503,216,1076,2807,160,121,73,0,47,124
"AYDIN","NAZİLLİ",29881,33453,7244,8663,17495,956,369,275,0,341,775
"AYDIN","SÖKE",27732,21089,10181,5675,11053,443,268,165,0,205,488
"AYDIN","SULTANHİSAR",4256,4678,1009,1100,2359,75,42,36,0,44,93
"AYDIN","YENİPAZAR",2710,3823,126,582,1543,60,30,26,0,23,61
"BALIKESİR","ALTIEYLÜL",28275,52873,2882,10263,18521,1298,282,152,29,357,1095
"BALIKESİR","AYVALIK",28698,28664,8185,5757,7992,602,256,87,12,227,526
"BALIKESİR","BALYA",3105,4259,389,888,1378,117,90,42,9,23,60
"BALIKESİR","BANDIRMA",38809,35201,7268,7074,17247,1260,261,154,36,440,742
"BALIKESİR","BİGADİÇ",6954,16966,945,2702,4896,529,96,80,11,72,288
"BALIKESİR","BURHANİYE",17278,12828,3328,2586,5421,271,166,57,5,129,258
"BALIKESİR","DURSUNBEY",1710,17757,104,2385,2381,622,97,51,5,29,411
"BALIKESİR","EDREMİT",44019,30807,8549,6295,13948,1046,439,120,21,328,707
"BALIKESİR","ERDEK",12533,8864,1500,1094,2789,252,91,34,5,95,153
"BALIKESİR","GÖMEÇ",4435,2893,821,478,1380,84,28,7,3,30,37
"BALIKESİR","GÖNEN",15257,22609,1112,3507,8722,507,186,142,11,134,380
"BALIKESİR","HAVRAN",3328,10347,123,1358,2657,212,144,58,5,32,137
"BALIKESİR","İVRİNDİ",4484,13572,177,1698,3272,261,137,86,6,44,208
"BALIKESİR","KARESİ",27401,55062,2286,11205,20721,1767,253,162,40,363,1130
"BALIKESİR","KEPSUT",1957,9828,326,1235,2241,420,70,45,4,33,147
"BALIKESİR","MANYAS",4831,4923,199,1340,2151,154,46,46,2,39,121
"BALIKESİR","MARMARA",2636,2562,400,435,726,42,15,14,2,13,68
"BALIKESİR","SAVAŞTEPE",2553,6553,148,928,2193,97,52,34,4,28,107
"BALIKESİR","SINDIRGI",7075,12576,191,1580,3288,406,135,91,8,69,188
"BALIKESİR","SUSURLUK",8512,10671,397,2023,4889,310,67,72,7,104,197
"BARTIN","AMASRA",3597,3393,187,1436,689,156,76,24,0,32,79
"BARTIN","KURUCAŞİLE",1291,1946,38,518,273,99,35,29,0,16,44
"BARTIN","MERKEZ",23632,42564,1185,17168,5508,2100,426,229,0,245,1191
"BARTIN","ULUS",2899,8742,99,1780,735,284,124,64,0,37,186
"BATMAN","BEŞİRİ",253,3804,8753,127,160,466,16,0,532,7,46
"BATMAN","GERCÜŞ",147,3714,4148,237,142,438,22,0,829,11,36
"BATMAN","HASANKEYF",89,1312,1283,44,38,556,10,0,174,6,9
"BATMAN","KOZLUK",434,7964,17763,532,229,748,36,0,981,16,59
"BATMAN","MERKEZ",2559,44569,144041,1549,2348,6365,298,0,13011,170,422
"BATMAN","SASON",435,6490,4293,348,232,362,39,0,471,22,62
"BAYBURT","AYDINTEPE",179,2622,10,1119,324,128,5,10,0,5,60
"BAYBURT","DEMİRÖZÜ",312,3401,33,1167,128,237,6,2,0,6,77
"BAYBURT","MERKEZ",2130,26802,2684,11474,2687,1235,47,72,0,35,591
"BİLECİK","BOZÜYÜK",14820,19569,2118,4375,7153,474,136,197,0,130,391
"BİLECİK","GÖLPAZARI",2144,3245,60,416,689,47,31,30,0,31,56
"BİLECİK","İNHİSAR",533,825,25,109,117,25,6,6,0,6,18
"BİLECİK","MERKEZ",12803,17262,1235,4517,6817,434,120,137,0,139,366
"BİLECİK","OSMANELİ",3586,6748,127,1060,2159,244,29,34,0,44,131
"BİLECİK","PAZARYERİ",1576,3582,184,600,1038,63,23,22,0,23,72
"BİLECİK","SÖĞÜT",2743,5805,282,1180,1534,242,22,24,0,33,101
"BİLECİK","YENİPAZAR",602,1074,9,409,149,10,8,4,0,1,25
"BİNGÖL","ADAKLI",163,2872,1210,220,202,47,17,44,0,10,24
"BİNGÖL","GENÇ",185,11289,2584,1795,1291,160,48,831,0,15,131
"BİNGÖL","KARLIOVA",188,3671,7778,304,196,158,71,1396,0,14,45
"BİNGÖL","KİĞI",374,1089,1025,232,175,24,10,21,0,5,15
"BİNGÖL","MERKEZ",1058,45600,21455,4426,3279,927,144,3176,0,65,457
"BİNGÖL","SOLHAN",135,11869,2491,906,456,188,34,814,0,12,110
"BİNGÖL","YAYLADERE",183,227,682,89,32,6,4,0,0,2,10
"BİNGÖL","YEDİSU",296,479,877,111,50,10,4,14,0,8,9
"BİTLİS","ADİLCEVAZ",2351,13237,8454,3109,882,248,59,91,0,19,279
"BİTLİS","AHLAT",1951,7132,10052,1611,1036,147,27,53,0,22,142
"BİTLİS","GÜROYMAK",262,7889,11326,466,375,340,50,101,0,9,41
"BİTLİS","HİZAN",246,7291,5944,253,179,144,79,40,0,9,52
"BİTLİS","MERKEZ",1063,16355,11342,991,1599,429,68,729,0,33,156
"BİTLİS","MUTKİ",209,10458,2038,304,822,106,40,103,0,15,50
"BİTLİS","TATVAN",789,16938,22047,1057,982,502,242,703,0,30,200
"BOLU","DÖRTDİVAN",198,3336,6,971,228,49,13,13,0,4,62
"BOLU","GEREDE",1004,15152,63,5120,795,397,30,20,0,24,384
"BOLU","GÖYNÜK",1006,7065,39,1327,787,173,46,37,0,9,102
"BOLU","KIBRISCIK",710,1066,23,114,198,33,15,9,0,10,13
"BOLU","MENGEN",2503,5027,71,658,811,127,48,40,0,26,108
"BOLU","MERKEZ",30411,55887,2815,18316,11843,1870,335,178,0,404,1434
"BOLU","MUDURNU",2496,7199,97,1593,1457,134,59,53,0,30,141
"BOLU","SEBEN",699,2028,20,336,512,33,8,18,0,13,43
"BOLU","YENİÇAĞA",500,3394,6,665,211,182,8,6,0,5,66
"BURDUR","AĞLASUN",1922,6825,2492,1279,1042,123,50,25,0,19,111
"BURDUR","ALTINYAYLA",272,2452,18,298,513,30,24,29,0,4,40
"BURDUR","BUCAK",5236,20631,433,6096,8623,558,132,130,0,74,420
"BURDUR","ÇAVDIR",1722,3427,65,1161,1556,95,55,50,0,24,84
"BURDUR","ÇELTİKÇİ",519,1948,11,540,643,38,20,25,0,12,40
"BURDUR","GÖLHİSAR",1919,7292,143,2353,2031,203,62,41,0,33,149
"BURDUR","KARAMANLI",1707,2006,84,477,1126,80,24,17,0,16,44
"BURDUR","KEMER",298,1216,7,317,392,50,14,15,0,3,35
"BURDUR","MERKEZ",16546,23970,1506,6885,15886,1314,214,172,0,211,499
"BURDUR","TEFENNİ",1349,2222,73,1623,1333,76,40,28,0,12,71
"BURDUR","YEŞİLOVA",4240,3762,107,936,1803,126,124,37,0,44,97
"BURSA","BÜYÜKORHAN",786,4370,69,496,731,160,48,30,4,26,63
"BURSA","GEMLİK",20119,27539,4392,8190,8411,1518,230,221,0,260,767
"BURSA","GÜRSU",6257,26331,2702,7989,4271,886,140,306,0,68,790
"BURSA","HARMANCIK",700,2564,45,501,548,121,39,16,0,13,52
"BURSA","İNEGÖL",20771,94075,9026,18975,11305,4516,385,220,0,261,1856
"BURSA","İZNİK",7518,13485,441,2446,5088,640,88,97,0,111,241
"BURSA","KARACABEY",12239,22219,2706,5027,10381,1081,158,129,19,185,492
"BURSA","KELES",1071,5324,50,760,1130,157,62,44,0,12,76
"BURSA","KESTEL",8227,18427,2743,5095,4674,739,66,70,0,86,403
"BURSA","MUDANYA",24594,21051,2550,4897,9589,637,185,78,0,230,463
"BURSA","MUSTAFAKEMALPAŞA",13990,31177,1303,5965,12901,2213,204,189,32,211,594
"BURSA","NİLÜFER",99976,88110,14054,21919,44003,3868,678,275,133,1062,1864
"BURSA","ORHANELİ",1931,7410,74,1377,2268,441,87,62,5,30,120
"BURSA","ORHANGAZİ",13592,22203,1365,5849,7908,1018,180,102,0,164,428
"BURSA","OSMANGAZİ",121971,256909,24267,60559,69928,8387,1138,999,692,1615,5941
"BURSA","YENİŞEHİR",7456,15355,1881,4557,5522,644,102,86,0,88,330
"BURSA","YILDIRIM",68457,199205,33268,46509,40125,5797,782,1502,0,925,4623
"ÇANAKKALE","AYVACIK",8894,9030,988,1517,3339,142,129,56,7,66,137
"ÇANAKKALE","BAYRAMİÇ",8104,7895,297,1022,3592,178,103,83,16,63,108
"ÇANAKKALE","BİGA",16569,30069,1820,4971,8648,531,178,116,22,176,567
"ÇANAKKALE","BOZCAADA",1043,480,227,68,318,13,3,2,1,10,10
